text,date,original,genre,related,PII,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,child_alone,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report,actionable_haiti,processed_text
I run out of underwear. People are helping me. If you can do something for me if it is possible.. ,01-02-2010,"slip mwen kouri. moun ki banm rad. si nou we nouka fe yonjan pou mwen, litap posib. rps.",direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0, run out of underwear people are helping me if you can do something for me if it is possible 
ROBERSON VILLA CROIX DES BOUQUETS ,01-02-2010,Robersonvillacecroixdesbouquet,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,roberson villa croix des bouquets 
the cyclone sent a small catastrophe for me ,01-02-2010,cyclone voye yon ti kat pou mwen,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,the cyclone sent small catastrophe for me 
HOW CAN I FIND A SCHOLARSHIP ? ,01-02-2010,Koman mwen kap jwenn yon bous etid,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,how can find scholarship 
"I AM A STUDENT IN 2DC CLASS I NEED A SCHOLARSHIP TO CONTINUE TO STUDY,WHAT CAN I DO? ",01-02-2010,Mwen se yon etidian an 2zym ane mwen bezWEN YON BOUS POUM KA KONTINYE ETID MWEN. KISA POUM FE?,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, am student in dc class need scholarship to continue to study what can do 
I would like information about the situation across haiti ,01-02-2010,Je voudrais informer de la situation qui traverse haiti.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, would like information about the situation across haiti 
What can a person do in order to find work ,01-02-2010,Ki sa pou yon moun fe pou jwenn travay,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,what can person do in order to find work 
"The money is in hand, since the last 206 years. ",01-02-2010,lajan se nan men sa ye depi 206 zan,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the money is in hand since the last years 
WHEN YOU HAVE MORE INFOS SEND THEM FOR ME OK ,01-02-2010,ty si nou gen infomasyon voye pou mwen souple.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,when you have more infos send them for me ok 
"THE MONEY IS IN OUR HANDS SINCE 206 YEARS,I WANT TO GIVE MY PARTICIPATION TOO ,SO I CAN SAVE A FEW LIVES,I WANT TO SEND IT TO MEDECINS SANS FRONTIERES ",01-02-2010,lajan se nan men sa ye depi 206 zan mwen vle al bay patisipasyon mwen tou poum sove kek vi min mwen pa konnen kote yo ap recevwa li pou medesen san fron,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the money is in our hands since years want to give my participation too so can save few lives want to send it to medecins sans frontieres 
Hello I am a university student in the school of science (topography major) I would like to offer my services to any NGO that needs me ,01-02-2010,"bonjou mwen se yon etidyan nan univsite leta spesyalman nan fakilte du syans, optyon topografi. Mwen ta remen ofri sevis ak ONG ki bezwen",direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hello am university student in the school of science topography major would like to offer my services to any ngo that needs me 
I N EED TO GET INFOS FOR FREE ,01-02-2010,Mwen vle resevwa infomasyon gratis,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, eed to get infos for free 
NOTES: I THANK YOU FOR YOUR UNDERSTANDING,01-02-2010,s remercie et je compte sur votre comprehension.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notes thank you for your understanding
people in the haitian community and haitian people here say to you true thanks ,01-02-2010,"p nan kominote ayisynn nan, e pap ayisyan an di nou mesi presizema",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,people in the haitian community and haitian people here say to you true thanks 
..some year mechanic iny st trinity and I am happy with you for good work you.. ,01-02-2010,ym ane mekanik sent trinite e m ap felisite nou pou bon travay n a,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, some year mechanic iny st trinity and am happy with you for good work you 
I forget the site next to me giving aid and can give me a bed please ,01-02-2010,Mwen bliye sit kote m ka dpoze cv an ou ka reban mwen li svp,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, forget the site next to me giving aid and can give me bed please 
is the US embassy functioning? ,01-02-2010,Eske anbasade etazuni an ap fonctionne?,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,is the us embassy functioning 
THIS CENTER HAS 120 KIDS IN IT.I NEED TO KNOW IS THEY ..? ,01-02-2010,N. SANT SA A GENYEN 120 TIMOUN LADAN. MWEN TA RENMEN KONNEN ESKE NO,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,this center has kids in it need to know is they 
"We have a welcome center in the Sorel section/area, 9th section Commune B ",01-02-2010,NOU GENYEN YON SANT DAKY KI NAN ZON SORL NEVYM SEKSYON KOMIN BE,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,we have welcome center in the sorel section area th section commune 
"WE CANT FIND ANYTHING TO EAT,HUNGER CAN KILL US ",01-02-2010,a gen dwa janm jwen ANYEN sisepou li la fen met touye nou,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we cant find anything to eat hunger can kill us 
DO YOU STILL HAVE BUS FOR PEOPLE WHO GO INTO THE SOUTH ? IF THERE IS WHERE CAN I FIND IT ,01-02-2010,Eske toujou gen bis a la disposisyon moun ki pwale nan sid zon okay si genyenl ki kote map jwen n li,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,do you still have bus for people who go into the south if there is where can find it 
I WOULD LIKE TO HAVE SOME INFORMATION ABOUT THE DISTRIBUTION OF FOOD. THANK YOU. ,01-02-2010,J'AIMERAIS AVOIR DES INFOS SUR LA DISTRIBUTION DE LA NOURRITURE. MERCI,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, would like to have some information about the distribution of food thank you 
"I AM A STUDENT AT THE UNIVERSITY FACULTE DES SCIENCES,I NEED TO PARTICIPATE IN THE RECONSTRUCTION OF MY COUNTRY ",01-02-2010,ueh fakilte du syans e mwen ta renmen patisipe nan rekonstwi paym,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, am student at the university faculte des sciences need to participate in the reconstruction of my country 
I AM A TOPOGRAPHE I NEED A JOB NOW PLEASE THANKS ,01-02-2010,"aktiman mwen andey, pwofesyonm se topograf mwen etudie li lan",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, am topographe need job now please thanks 
".not offering aid why the gov't isn't asking them to give itthe aide a helping hand with scholarships for students like engineers, doctors, geologists, sismologists, etc. ",01-02-2010,"p ofri d yo poukisa gouvenman pa mande pou yo bal yon kout men ak bous dtid pou etidyan kom engeny, dokt, golg, sismolg, ksetera.",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, not offering aid why the gov isn asking them to give itthe aide helping hand with scholarships for students like engineers doctors geologists sismologists etc 
"WE ARE IN CROIX DES BOUQUETS 17 ROAD MALPASSE BEFORE THE BRIDGE MICHAUD ,WE ARE ALL VERY HUNGRY ",01-02-2010,"Bonjou, nou se yon group jan ki nan kwadbouk pou plis presisyon 17 micho route malpas anvan pon micho. Kominote nou an ap mouri grangou, yo pa gen tant. Nou",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we are in croix des bouquets road malpasse before the bridge michaud we are all very hungry 
Selling I'm selling because I am hungry I cannot eat I will give one bed to you for 2500 haitian ,01-02-2010,Se vann map vann paske m grangou mwen paka manje map bay yon 1lit san pou 2500ht,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,selling selling because am hungry cannot eat will give one bed to you for haitian 
Why are they neglecting The Plain (near airport) with humanitarian aid? where as it's all.. ,01-02-2010,POU KISA YO NEGLIJE ZON LAPLN NAN ED IMANIT YO? TANDISKE SE TOUT,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,why are they neglecting the plain near airport with humanitarian aid where as it all 
"I am weak, I never found any help and I am tired asking you. ",01-02-2010,Mwen fb! Mm yon ti d mwen pa jwen et mwen bouke mande nou sa.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, am weak never found any help and am tired asking you 
The people is hungry and you are asking for blood. ,01-02-2010,PP LA GRANGOU AK KI FS L AP BAY SAN AN,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the people is hungry and you are asking for blood 
HELPPPP WE SLEEPING OUTSIDE!!!!!! HELP WE HAVE NOTHING TO EAT TO SLEEP ,01-02-2010,M se Reprezantan MPCS nan ansagal ( la gonave ) nou gen anpil moun zon sou salin 1 e 2 kap demi nan lari yo pa gen kay pou yo rete paske seisme la kraze tik,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,helpp we sleeping outside help we have nothing to eat to sleep 
"Hi how are you doing? I lost my mom, and now I am dying of hunger ",01-02-2010,"Bonsoir, cmnt allez vous?J ai perdu ma mamman et en plus j ai presque meurt de faim.",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,hi how are you doing lost my mom and now am dying of hunger 
They let us know the school in PAP is open for the dept. Ouest. It's true. Little Goav ,01-02-2010,"Yo f konnen, lekol pap ouvo pou depatman lws la. Se vre. Tigwav,",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,they let us know the school in pap is open for the dept ouest it true little goav 
"Do something for me I have no food, no water, no tent ",01-02-2010,"F yon bagay pou mwen pa gen mange, pa gen dlo, pa gen tante.",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,do something for me have no food no water no tent 
is school opening today in the zone in parts which weren't hit so hard? ,01-02-2010,Eske lekol ouv jodia nan zon kote ki pa tlman frape yo.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,is school opening today in the zone in parts which weren hit so hard 
LABOULE 14 TOMASEN 12 NEED FOOD ROOF SOME ARE WOUNDED ,01-02-2010,"Mwen ta renmen konnen eske se pou mou pap d yo selman. Gen lot zon ki viktim e ki poko jwenn anyen. Pa egzamp, laboul 14, laboul 12, tomasen gen anpil l",direct,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,laboule tomasen need food roof some are wounded 
"THE PROGRAMM SAY GIVE THE VACCINATION 2 FEBUARY ,OK THEY WANT TO DO IT BUT THEY DONT KNOW HOW ",01-02-2010,"Many di kouman pou yon moun f, poul patisipe nan pwogram sa yo, tankou vaksinasyon 2 fevriye ya. Li ta bon paske jan yo vle ede men yo pa konn jan pou yo f!",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the programm say give the vaccination febuary ok they want to do it but they dont know how 
I need to know if they need Haitian nurses in this vaccination campaign please ,01-02-2010,m ta renmen konnen si yo pap bezwen mis ayisyon nan kanpay sa a. mesi,direct,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0, need to know if they need haitian nurses in this vaccination campaign please 
"I FEEL DISCOURAGED ,I NEED TO FEED MY FAMILY, I NEED A JOB NOW THANKS ",01-02-2010,mwen santi m dekouraje anpil koman n ka ede fe m jwenn yon ti djob tanpri souple,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, feel discouraged need to feed my family need job now thanks 
WHEN CAN WE WORK? I CANNOT BEAR IT ANYMORE ,01-02-2010,Kil ap genyen travay paske mwen paka rete ank. Mesi,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,when can we work cannot bear it anymore 
Waiting in bed to be operated upon. Thanks ahead of time. ,01-02-2010,walite a Nap tann opw mesi davans.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,waiting in bed to be operated upon thanks ahead of time 
I am not able to give blood because I am in bad health ,01-02-2010,Mwen pa k bay san paske map mal viv.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, am not able to give blood because am in bad health 
I am asking you to please help me find a scholarship for me to continue to do my studies or better yet a scholarship in anything arelated to rebuilding so that I'll be prepared in the recontruction of my country. Thank you ,01-02-2010,nde nou tanpri edem trouve yon bous etid poum ka kontinye fe etid mwen oubyen yon bous nan nenpot domen apre poum vin nan reskonstriksyon peyim. Mesi,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, am asking you to please help me find scholarship for me to continue to do my studies or better yet scholarship in anything arelated to rebuilding so that ll be prepared in the recontruction of my country thank you 
"Centre d'hbergement Mathodiste never found food, they need it there. ",01-02-2010,"Sant ebjman metodis poko janm jwenn nouriti, yo nan nesesite.",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,centre hbergement mathodiste never found food they need it there 
if someone doesn't have a passport can't you give someone a license? in order to buy a Dominican visa ,01-02-2010,Eske si yon moun pa gen pasp ditou eske nou pap ka ba li yon lisepase pou li ka achte yon viza dominiken,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,if someone doesn have passport can you give someone license in order to buy dominican visa 
"Good day, I live in Carrefour-Feuilles. the front walls of my house are cracked. Can I repair them in order to use the house? ",01-02-2010,"Bonjour! J'habite  carrefour- feuilles, les mures de la face principale de ma maison est fissure. Puis-les reparer, en vue de me reloger?",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,good day live in carrefour feuilles the front walls of my house are cracked can repair them in order to use the house 
What role will teachers play in the reconstruction of Haiti ,01-02-2010,Ki rol anseyan yo ap jwe nan rekonstriksyon Haiti a,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,what role will teachers play in the reconstruction of haiti 
Health alert: MSF is giving care in Matisan 25 to all victims of sexual violence ,01-02-2010,4636 : Sant sante Medsen san Fwontye ap bay swen nan Matisan 25 a tout moun ki viktim de violans seksyel.,direct,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,health alert msf is giving care in matisan to all victims of sexual violence 
"Please officials do something for us, we are about 100 people from port-au-prince, we need food, water and medication, we are hungry, we are in .. ",01-02-2010,Mesyedam ldirijan tanpri fe yon mwayen pou nou. nou anviron 100 moun kisot potoprens nou bezwen manje ak dlo epi medikaman paske nou grangou. nou nan zn,direct,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,please officials do something for us we are about people from port au prince we need food water and medication we are hungry we are in 
I have not received anything. The same situation is all over St Anne Street I'm at the corner of L'acrobate in Jacmel. ,01-02-2010,m yo poko jwen anyen. Se menm bagay nan ri st-anne ak lakwobat nan Jacmel.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, have not received anything the same situation is all over st anne street at the corner of acrobate in jacmel 
Do those doctors give care and people with head problems all answers ,01-02-2010,Eske medsen sa yo bay swen ak moun ki gen problem tete tou repons,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,do those doctors give care and people with head problems all answers 
"I live in Delmas, 18 Kayla. It's destroyed, I'm in 4th grade.. ",01-02-2010,Mwen te rete nan delmas 18 kay la vin kraze mwen te nan 4 trim ane,direct,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0, live in delmas kayla it destroyed in th grade 
Which school in Port-au-Prince is open? ,01-02-2010,Kil lekol nan potoprense ap ouv.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,which school in port au prince is open 
Information of earthquake that occured january 12 ,01-02-2010,Enfomasyon sou tranbleman de te ki te pase 12 janvye a.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,information of earthquake that occured january 
I am in the dept Sud I have 200 people to feed ,01-02-2010,M nan dpartement sud la m gen 200 moun poum bay mange,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, am in the dept sud have people to feed 
"I don't receive the humanitarian aid. Petit-Goave, Wislyne, Ave. Libert ",01-02-2010,"Je ne reois pas les aides humanitaires. Petit-goave, wislyne, ave. libert.",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, don receive the humanitarian aid petit goave wislyne ave libert 
"Help us. We are in Waney 93, Carrefour area ",01-02-2010,EDE NOU NAN WANEY93 ZON KAFOU,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,help us we are in waney carrefour area 
I would like information on school openings. ,01-02-2010,M vle gen enfomasyon de ouvti ekl,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, would like information on school openings 
We need food and medicine..there are more than 40 of us. We are in Thiotte Route Dipy # 59 things are very difficult ,01-02-2010,Nou bezwen mange medikaman let kouch nou pase 40 moun. Nou nan Tyot rte Dipy no 59 bagay yo difisil ampil,direct,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we need food and medicine there are more than of us we are in thiotte route dipy things are very difficult 
When there will be commercial flight ,01-02-2010,mwen. bezwenkonnenkilavyonkomasyalyoapvole,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,when there will be commercial flight 
We are not getting anything in delmas 2. Water only ,01-02-2010,Nou pa janm jwen anyen nan delma 2 dlo selman,direct,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,we are not getting anything in delmas water only 
"In the Filipo area of petionville, people are starting to break into houses. especialy houses that where made of sheet metal. We are in need as well. People cannot finde food and water. ",01-02-2010,"Nan zon FILIPO Petion-Ville la moun yo komanse rantre nan kay yo, sitou moun ki te gen kay an tel yo. Yo sinistre tou, men yo pa jwenn manje ak dlo potab",direct,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,in the filipo area of petionville people are starting to break into houses especialy houses that where made of sheet metal we are in need as well people cannot finde food and water 
I am from the haitian capital but now in gonaive. I would like information on the NGO's recruiting workers. thank you ,01-02-2010,"Je suis de la capitale haitienne actuellement aux gonaives, je veux avoir les informations sur le recrutement des travailleurs par les ONGs. Merci",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, am from the haitian capital but now in gonaive would like information on the ngo recruiting workers thank you 
"My hous was destroyed, i have yet to find any aid. nearr kalbas in the fortjack area. ",01-02-2010,Kay mwen kraze mwen poko jwen anyen b kalbas sou zonn fjak,direct,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,my hous was destroyed have yet to find any aid nearr kalbas in the fortjack area 
"we need help, it is going to rain. Delmas 62 ",01-02-2010,"we need help, il va pleuvoir. Delmas 62",direct,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,we need help it is going to rain delmas 
"look, i haven't found this food yet in the northwest ",01-02-2010,gade mwen poko jwenn manje sa a nan nodwes,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,look haven found this food yet in the northwest 
We are in l'Acul. We haven't gotten anything so far. ,01-02-2010,Selakil. nou. ye. nou. pajwenn. ayen. jiskounye. a,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we are in acul we haven gotten anything so far 
"Good evening, I am on Champs de Mars St. I am sleeping on the road. ",01-02-2010,Bonsoir mw nan lari champs de Mars map demi nan laria,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,good evening am on champs de mars st am sleeping on the road 
Goodday. How many seconds long was the January 12th earthquake? ,01-02-2010,Bonswa konbe segond seyist 12 janvier ya te dire,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,goodday how many seconds long was the january th earthquake 
4636 if you have babies keep giving them breast milk as long as you can to replace the lost fluids,01-02-2010,"4636 : Exp sante yo si pitit ou gen pi piti ke si mwa, kontinye ba li tete tout tan ou kapab pou ou ka ramplase fluid li pedi yo",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, if you have babies keep giving them breast milk as long as you can to replace the lost fluids
About 240 people are hungry in Gonaives. No more food.,01-02-2010,agay nou te gen yen pou n manje fini. Nou nenpt 240 moun.,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,about people are hungry in gonaives no more food 
"We live in L'Acul Petit-Goave #1 We need food, and tent please. Please take our case in consideration because we are dying. ",01-02-2010,"Adres : lakil Petigwav # 1, Objektif : demand d manje, kote pou n demi. Silvoupl nap mande n pou n pran ka nou ankonsekan paske nou pa kap ank, tout tib",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,we live in acul petit goave we need food and tent please please take our case in consideration because we are dying 
i would like to help out in my area with children who have no food because of the earthquake. What can I do? ,01-02-2010,"mwen ta vle ede kek timoun bo lakay mwen apre tranbleman te a ki paka manje, kisa poum fe?",direct,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0, would like to help out in my area with children who have no food because of the earthquake what can do 
I would like to know if there are any maritime jobs ,01-02-2010,Mwen ta renmen konnen eske gen job maritine tou.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, would like to know if there are any maritime jobs 
I need to know more information about the eartquake. ,01-02-2010,Mesaj ou dwe konnen sou tranbleman de te a,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, need to know more information about the eartquake 
"I would like to know, if someone did not go to the mayor's office, would she/he be able to have the card. ",01-02-2010,Eske si yon moun pa al nan meri a li pap gen tikat la,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, would like to know if someone did not go to the mayor office would she he be able to have the card 
