text,date,processed_text
| Terremoto en #Japon  Efectos del fuerte terremoto que golpeo la costa oeste de #Japan el día de hoy 1 de enero de 2024. 21 sismos en sólo  90 minutos. #earthquake #Tsunami #Japan,Jan-02, terremoto en japon efectos del fuerte terremoto que golpeo la costa oeste de japan el día de hoy de enero de sismos en sólo minutos earthquake tsunami japan
"Japan started 2024 with an earthquake more powerful than any of Japan’s 2023 earthquakes. This morning, a 7.5 magnitude earthquake struck western Japan.  This just confirms Hanke's School Boy's Theory of History: It's just one damn thing after another.",Jan-02,japan started with an earthquake more powerful than any of japan earthquakes this morning magnitude earthquake struck western japan this just confirms hanke school boy theory of history it just one damn thing after another 
" #زلزال رأس السنة الجديدة 2024 ضرب #اليابان بقوة 7.6° وعمق 10 كم. Time: 01-01-2024 07:10:10 AM Near West Coast Of Honshu, Japan Magnitude: 7.5 Mw Depth: 10.0 km Latitude: 37.49° [N ] Longitude: 137.19° [E ] Estimated energy: 11.2 Petajoule #JapanEarthquake #HappyNewYear… Show more",Jan-02, زلزال رأس السنة الجديدة ضرب اليابان بقوة وعمق كم time am near west coast of honshu japan magnitude mw depth km latitude longitude estimated energy petajoule japanearthquake happynewyear show more
هذا كان قبل الاعتداءات الأمريكية  أماالآن حالة استنفار وغضب عارمة تعم الشارع اليمني بسبب الاعتداءات الأمريكية التي أدت لاستشهاد عشرة أفراد من البحرية اليمنية ودعوات للجهاد  #حي_علي_الجهاد #Tsunami #earthquake #Japan #عام_الابل_2024 #العام_الجديد_2024 #زد_رصيدك24 #راس_السنه_2024,Jan-02,هذا كان قبل الاعتداءات الأمريكية أماالآن حالة استنفار وغضب عارمة تعم الشارع اليمني بسبب الاعتداءات الأمريكية التي أدت لاستشهاد عشرة أفراد من البحرية اليمنية ودعوات للجهاد حي_علي_الجهاد tsunami earthquake japan عام_الابل_ العام_الجديد_ زد_رصيدك راس_السنه_ 
7.6 magnitude #earthquake rocks Japan on the first day of 2024.   God bless the #Japanese people in this trying time. Natural #disasters are always tough to prepare for and deal with after they happen.,Jan-02, magnitude earthquake rocks japan on the first day of god bless the japanese people in this trying time natural disasters are always tough to prepare for and deal with after they happen 
IS THE WORLD ENDING???  A 7.6 magnitude earthquake has hit Japan on the first day for 2024.,Jan-02,is the world ending magnitude earthquake has hit japan on the first day for 
"اللهم في هذا العام  سلاما و نصرا لاهلنا في #غزة_العزة   بحق هذه الآية :  \ یَـٰعِبَادِ لَا خَوۡفٌ عَلَیۡكُمُ ٱلۡیَوۡمَ وَلَاۤ أَنتُمۡ تَحۡزَنُونَ \""  . #غزة_تنتصر  #العام_الجديد_2024  #Japon  #earthquake  #JapanEarthquake  #Gaza_Genocide  #Gaza_life_matters  #Tsunami""",Jan-02,اللهم في هذا العام سلاما و نصرا لاهلنا في غزة_العزة بحق هذه الآية ی ـ ع ب اد ل ا خ و ف ع ل ی ك م ٱل ی و م و ل ا أ نت م ت ح ز ن ون غزة_تنتصر العام_الجديد_ japon earthquake japanearthquake gaza_genocide gaza_life_matters tsunami 
#موشن_جرافيك | السيرة الذاتية لـ أ. علي عبدالله الكثيري - رئيس الجمعية الوطنية للمجلس الانتقالي الجنوب.  الدورة الأولى للجمعية الوطنية بالمجلس الانتقالي الجنوبي لعام 2024م #مجلس_العموم_الجنوبي   @aaalkathery   #Tsunami #earthquake  #Japan #العام_الجديد_2024,Jan-02, موشن_جرافيك السيرة الذاتية لـ أ علي عبدالله الكثيري رئيس الجمعية الوطنية للمجلس الانتقالي الجنوب الدورة الأولى للجمعية الوطنية بالمجلس الانتقالي الجنوبي لعام م مجلس_العموم_الجنوبي tsunami earthquake japan العام_الجديد_ 
Why Japan experience so many earthquakes??? The answers is below  #สึนามิ #earthquake #Japan #EpsteinClientList #JapanEarthquake #SongOfTheYear2023 #عام_2024  #JapanEarthquake #JapanTsunami   @XcorpJP   @japantimes   @JPN_PMO    @McDonaldsJapan   @McDonaldsJapan,Jan-02,why japan experience so many earthquakes the answers is below ส นาม earthquake japan epsteinclientlist japanearthquake songoftheyear عام_ japanearthquake japantsunami 
"Thoughts and prayers for Japan. Sadly, the start of 2024 did not behave for them... #earthquake",Jan-02,thoughts and prayers for japan sadly the start of did not behave for them earthquake
Earthquakes and tsunamis aren't the way to start our 2024. Bless those in Japan and those with family there.,Jan-02,earthquakes and tsunamis aren the way to start our bless those in japan and those with family there 
"\2024 is gonna be our year. Surely a tragedy couldn't possibly happen right away\""  The 7.6 earthquake and tsunami in Japan on the first fucking day:""",Jan-01, is gonna be our year surely tragedy couldn possibly happen right away the earthquake and tsunami in japan on the first fucking day 
What a terrible start to 2024 for Japan. 7.5 earthquake. The images are scary.,Jan-01,what terrible start to for japan earthquake the images are scary 
2024 வருடத்தின் முதல் நாளிலேயே ஜப்பான் நிலநடுக்கத்தால் கடுமையாக பாதித்துள்ளது. #JapanEarthquake #Japon,Jan-01, வர டத த ன ம தல ந ள ல ய ஜப ப ன ந லநட க கத த ல கட ம ய க ப த த த ள ளத japanearthquake japon
"Woke up to see that 2024 started with a not so happy new year in the far east. I rode out a hella scary 6.9 in the late 80s, & can only imagine how scary and damaging a 7.5 (along with many, MANY strong aftershocks) can feel like. Thinking of you-  #japan #earthquake",Jan-01,woke up to see that started with not so happy new year in the far east rode out hella scary in the late can only imagine how scary and damaging along with many many strong aftershocks can feel like thinking of you japan earthquake
What a ghastly tragedy on new year - a 7.6 Reichter earthquake in Japan with 2 major aftershocks. Our Hearts go out in grief & sympathy to our Friends in Japan. There are reports of Tusnamis on the way with 5 m high waves. This is a very bad omen for 2024.,Jan-01,what ghastly tragedy on new year reichter earthquake in japan with major aftershocks our hearts go out in grief sympathy to our friends in japan there are reports of tusnamis on the way with high waves this is very bad omen for 
جاهزون   بأمريكا الويل ياإسرائيل الويل  هذه السنه سنت زوالكم بقوت الله   محور المقاومه لكم بلمرصاد وسنؤدبك  الدم واحد  الحق واحد والنهج واحد  #حي_علي_الجهاد اليمن #العام_الجديد_2024 فلسطين #السنه_الجديده لبنان #earthquake العراق #Japan سورياء #ليلة_نجمات_العرب,Jan-01,جاهزون بأمريكا الويل ياإسرائيل الويل هذه السنه سنت زوالكم بقوت الله محور المقاومه لكم بلمرصاد وسنؤدبك الدم واحد الحق واحد والنهج واحد حي_علي_الجهاد اليمن العام_الجديد_ فلسطين السنه_الجديده لبنان earthquake العراق japan سورياء ليلة_نجمات_العرب
Japan hit by an earthquake and tsunami on the first day of 2024. my thoughts and prayers go out to the people and any Japanese followers I have.,Jan-01,japan hit by an earthquake and tsunami on the first day of my thoughts and prayers go out to the people and any japanese followers have 
مفتي الديار اليمنية: إذا تحرك العلماء.. بإمكانهم تغيير وجه العالم 19-06-1445 | 01-01-2024  #اليمن_سند_فلسطين  #شهداء_من_أجل_فلسطين  #حي_علي_الجهاد #earthquake #السنه_الجديده  #راس_السنه_2024 #HappyNewYear2024  #السنه_الجديده #كريستيانو_رونالدو #Japan,Jan-01,مفتي الديار اليمنية إذا تحرك العلماء بإمكانهم تغيير وجه العالم اليمن_سند_فلسطين شهداء_من_أجل_فلسطين حي_علي_الجهاد earthquake السنه_الجديده راس_السنه_ happynewyear السنه_الجديده كريستيانو_رونالدو japan
